,teks,label,clean_teks
2582,"Ustadz dan Ulama Bicara Politik Dibully Diminta Berhenti. Anggota Parlemen Kritik, Dimaki2 Dibilang Group Sakit Hati. Tokoh Nasional Kritik, Dibunuh Karakternya. Pejabat Aktif Rajin Kritik Dipecat. Terus Penjilat Saja yg Boleh Bicara Politik MENYANJU",yes,ustadz ulama bicara politik dibully henti anggota parlemen kritik maki bilang group sakit hati tokoh nasional kritik bunuh karakter jabat aktif rajin kritik pecat jilat bicara politik menyanju
2583,USER Kalau begitu bubarkan saja KPK dan kembalikan tanggung jawab itu kepada polri dan kejaksaan.,yes,user bubar kpk kembali tanggung polri jaksa
2584,USER USER USER USER Cebong DUNGU... Apakah ada aturan di USER tentang larangan tulisan berita ??,yes,user user user user cebong dungu atur user larang tulis berita
2585,"USER Cebong di kasih fakta dia bilang dusta, Cebong dikasih dusta dia bilang realita, Cebongers emang bikin gemes    ",yes,user cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebongers bikin gemes
2586,RT USER: USER USER Lo rabun apa budek? Gue nulis gak ngomong!!         ,yes,rt user user user rabun budek nulis bicara
2587,"Sepertinya gerombolan USER rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat",yes,gerombol user rindu rusuh hati kabul tuhan iklanahokjahat
2588,USER Alah drama bgt dah bangsad,yes,user alah drama banget bangsad
2589,"TIADA PANGKAT YG PALING MULIA DI DUNIA INI SELAIN PANGKAT SEORANG IBU !!! Sehebat apapun manusia pasti terlahir dari seorang IBU  KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!! Plonga plongo mengakibatkan optimisme berlebihan  #2019GantiPresiden #PlongaPlo",yes,tiada pangkat mulia dunia pangkat hebat apa manusia lahir ahli cebong tukang tipu plonga plongo akibat optimisme gantipresiden plongaplo
2590,"USER Ciah...disosmed aja lantang kau lae...dikasih kesempatan debat culun, planga, plongo...                ",yes,user ciahdisosmed lantang laedikasih sempat debat culun planga plongo
2591,"USER Halah bacot, mulut lelaki terkadang selalu begitu~~",yes,user halah bacot mulut lelaki terkadang
2592,aku paling fck orang myanmar. noob sial main ml fckk,yes,fck orang myanmar noob sial main ml fckk
2593,"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek",yes,user guwe anjing penasaran iya iya bicara maju garuda kuping budek
2594,USER Pokonya ganti p Ok Tidak akan ikut2an cebong,yes,user pokok ganti p ok ikut cebong
2595,USER USER USER USER USER Cebong dungu. Dah dijelaskan bca msh ngeyel. Kalian emg juaranya klo soal pamer kedunguan.,yes,user user user user user cebong dungu bca ngeyel emang juara pamer dungu
2596,"Kalau Jokowi jangan nunggu 2019 sekarang saja 2017 , kita lengserkan secara konstitusi saja..hehe",yes,jokowi nunggu lengser konstitusi sajahehe
2597,"Bubarkan partai gaduh, partai burung pipit dan partai sapi jualan agama",yes,bubar partai gaduh partai burung pipit partai sapi jual agama
2598,"Agama tak bisa jadi pemersatu bangsa, agama mbangun manusia yg sadar akan bangsa, tak mungkin dgn nyembah2 Allah SWT",yes,agama satu bangsa agama mbangun manusia sadar bangsa nyembah allah subhanahu wata ala
2599,USER USER Partai Sontoloyo,yes,user user partai sontoloyo
2600,punya otak? taruh dimana? pasti taruh di congor lo kan?,yes,otak taruh taruh congor
2601,USER Basi Isunya jangan2 USER ini yg PKI,yes,user basi isu user pki
2602,USER NJING NAJIS BGT MINO JELE,yes,user njing najis banget mino jele
2603,USER USER.. Km terlalu mainstream mengaartikan pintar. Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making,yes,user user mainstream mengaartikan pintar pintar relatif gantung bawa erti pintar mengundeeestimatekan orang pintar komen rejim pintar mangkrakin janji somaking
2604,"BPJS, PLN, PERTAMINA NGAKU DEFISIT SEMUA...  ANEHNYA PRESIDEN NGAKU HEBAT  KALAH SEMUA SAMA TUKANG PISANG YG OMZET TRILIUNAN",yes,bpjs pln pertamina ngaku defisit aneh presiden ngaku hebat kalah tukang pisang omzet triliun
2605,RT USER USER Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan,yes,rt user user sih heran antekantek pki muncul rintikrintik hujan
2606,RT USER USER Semakin bayk KPK menangkap Koruptor semakin menjukkan kpk gagal. BUBARKAN serahkan kepolisian dan kejaksaan,yes,rt user user bayk kpk tangkap koruptor menjukkan kpk gagal bubar serah polisi jaksa
2607,   Meeting dulu ya    -&gt yang mana adalah sebuah ajakan.   Si bloon diem aja.     Oh ya pak. Sama siapa?     Sama divisi sendiri. Masih diem.     Ada kerja?        Lagi bikin set,yes,meeting ya aja si bloon diam oh ya divisi diam kerja bikin set
2608,USER USER USER budha kafir teroris,yes,user user user budha kafir teroris
2609,Kampret. Datang pas butuh aja. Ngerusak mood sumpah.,yes,kampret pas butuh rusak mood sumpah
2610,RT USER ini nih yg mau d panggil yg terhormat / yg mulia..kerjanya bikin ngaco negara ayo rame2 golput DPR dan Bubarkan DPR?,yes,rt user nih panggil hormat muliakerjanya bikin ngaco negara ayo ramai golput dpr bubar dpr
2611,kejadian diatas bisa kita simpulkan bahwa rezim Jokowi hari ini memang anti Islam dan pro kapitalis. penghapusan Politic_ID,yes,jadi atas simpul rezim jokowi anti islam pro kapitalis hapus politic id
2612,19. Koruptor pribumi yg disuruh kabur sebelum ditangkap contohnya Nazarudin. Info penangkapan dibocorkan KPK kepada Nazar dgn imbalan USD 1 juta  Lalu pejabat polda mengantar dan kawal Nazar sampai naik pesawat. Akhir cerita Sampai di Kolombia   Itulah KPK kita   Bejat,yes,koruptor pribumi suruh kabur tangkap contoh nazarudin informasi tangkap bocor kpk nazar imbal usd juta jabat polda antar kawal nazar pesawat cerita kolombia kpk bejat
2613,USER USER USER USER USER Dasar bego ....yang duluan siapa ... stress nih cebong dungu..,yes,user user user user user dasar bodoh duluan stress nih cebong dungu
2614,USER GW berangkat menjadi remaja bersama lagu2 loe Kok sekarang elo malah jadi CEBONG dungu. Apa karena elo udah kenyang jadi tulalit,yes,user berangkat remaja lagu cebong dungu kenyang tulalit
2615,USER USER USER Bencong teriak bencong,yes,user user user bencong teriak bencong
2616,USER USER haduh sibuk ea celeng,yes,user user haduh sibuk ea celeng
2617,USER USER USER cuma ASU hina yg merebut jabatan dg K E B O H O N G A N K E B O H O N G A N K E B O H O N G A N USER  USER,yes,user user user asu hina rebut jabat e bb o h o n a n e bb o h o n a n e bb o h o n a n user user
2618,USER anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu   ternyata ada yg lebih parah dr mantan gua anjir lol  udah skrng fokus exo yg jelas2 membuat kita bahagia^____~,yes,user anjirrrr brengsek bajing gila sih gangerti sih parah mantan anjir tertawa fokus exo bahagia
2619,RT USER: Lawan Politik Mulai Tebar Fitnah Ada Upaya Jegal Prabowo Maju di pemilihan presiden 2019 URL,yes,rt user lawan politik tebar fitnah upaya jegal prabowo maju pilih presiden url
2620,USER WOI BOLOT,yes,user woi bolot
2621,Asma Dewi Tersangka Hate Speech Ternyata Loyalis Prabowo &amp Anies-Sandi? Jejak Digi..,yes,asma dewi sangka hate speech loyalis prabowo amp aniessandi jejak digi
2622,Apa cocok2 penis dgn 4 istri bukan prilaku seks NYIMPANG? USER MUI: LGBT dinilai sebagai perilaku seks menyimpang,yes,cocok penis istri prilaku seks nyimpang user mui lgbt nilai perilaku seks simpang
2623,USER Mampus lu anaknya langsung nongol,yes,user mampus anak langsung nongol
2624,"USER Pabrik sj mrk sweeping krn tdk mengikuti peraturan mrk ,emangnya negara ini milik nenek mrk?sontoloyo mrk",yes,user pabrik sweeping ikut atur memang negara milik nenek mrksontoloyo
2625,Wah dimana ini ? Setuju kalo gitu perlu di usir cina dari negri ini,yes,tuju usir cina negeri
2626,"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem   ",yes,rt user hei kunyuk user paham ya prabowo subianto capres salah presiden ps mem
2627,USER Onta    sekar    ,yes,user onta sekar
2628,USER yeu kampang lu main twt juga,yes,user yeu kampang main twt
2629,"USER Elo kafir banci yakk.. ya ampun? Sdh kafir banci lagi, jangan sedih ya cong.. lo Google deh kafir banci kayak lo..",yes,user kafir banci yakk ya ampun kafir banci sedih ya cong google deh kafir banci
2630,RT USER Pak Anies n pak Sandi..... mana kerjamu? Wkwkwk blm apa-apa udah gw tagih.... mundurlah secara terhormat.,yes,rt user anies n sandi kerja wkwkwk apaapa tagih mundur hormat
2631,USER USER Mampus lo kiri.. anda ini menteri bejat,yes,user user mampus kiri menteri bejat
2632,RT USER: Prabowo Subianto Gagal maju URL,yes,rt user prabowo subianto gagal maju url
2633,USER Aparat keparat .. Biadaaaaa,yes,user aparat keparat biadaaaaa
2634,"USER Sebenernya cebong, eh berudu, seolah ter-fait accompli...anies nyapres atau tetap gubernur, hidup mrk tetap ga tenang. Nikmat bgt gw dah klo lg begini buat mainin cebong.",yes,user cebong eh berudu terfait accomplianies nyapres gubernur hidup tenang nikmat banget mainin cebong
2635,Beruntung Ahok nyungsep,yes,untung ahok nyungsep
2636,RT USER: Sebar Hoax Pembangunan Era Jokowi,yes,rt user sebar hoax bangun era jokowi
2637,"kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris, ahok kafir biadab",yes,biadab ahok cina kafir rakyat pkl asong gusur aniaya teroris ahok kafir biadab
2638,USER USER Cebong makin kepanasan jadi makin ngawur.         ,yes,user user cebong panas ngasal
2639,Budha Membunuhi Islam di Myanmar,yes,budha bunuh islam myanmar
2640,USER USER si Staguf memang yahudi tulen yg benci sama arab.,yes,user user si staguf yahudi tulen benci arab
2641,"USER Ikutan aja lu, kampret.",yes,user ikut kampret
2642,"USER Yang sombongkan situ, kampret. Cebong mah rendah hati dan rajin mengaji..            ",yes,user sombong situ kampret cebong mah rendah hati rajin aji
2643,"OTW jekardah, wusssstt..turunkan Jokowi!!+",yes,jalan jekardah wussssttturunkan jokowi
2644,USER 2019 GANTI PRESIDEN??? YG GANTIIN SIAPA?? MENTAL KACUNG MW GANTI PRESIDEN SEKALI KACUNG TETAP KACUNG CM KACUNG YG MW DI PIMPIN SM KACUNG!!,yes,user ganti presiden ganti mental kacung ganti presiden kacung kacung kacung pimpin kacung
2645,RT USER PENJARAKAN PENISTA AGAMA !!! ATAU USER TURUN !!! URL,yes,rt user penjara nista agama user turun url
2646,"Ini Media milik Cina itu ya. Usir aja, Biang Perpecahan!",yes,media milik cina ya usir biang pecah
2647,"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.",yes,user heran setan iblis kabur takut dengar azhan mahluk allah anteng dengar azhan pura budek kuping kalah setan iblis
2648,USER USER USER orang udik nggak tahu tanah abang,yes,user user user orang udik tanah abang
2649,Kita harus usir keturunan cina dan pertahankan pribumi. Arab gk di usir? Tidak dia hanya keturunan Yaa sama aja -_-,yes,usir turun cina tahan pribumi arab usir turun yaa
2650,Hanya 2 analisa terkait LBH 1. Sudah disusupi komunis atau 2. Jadi antek para jenderal tua yg sekarang jadi penguasa negara,yes,analisis kait susup komunis antek jenderal tua kuasa negara
2651,USER Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.,yes,user dollar koarkoar rezim lengser tembus jilat kuasa kasihan rakyat korban propaganda politikus busuk
2652,"Wooy warga USER USER jangan bawa bocah&emak_ ya,ok turunkan jokowi",yes,wooy warga user user bawa bocahemak yaok turun jokowi
2653,"Ehh anak anjing Ahok, Kelan itu blon siuman, mending emut2 bool basuki lagi aja sana, kasih tau sama Babi yg lain, bool basuki wangi gitu",yes,ehh anak anjing ahok kelan siuman mending emut bool basuki kasih babi bool basuki wangi
2654,"RT USER: Sudah la BABI , perangai pun BABI         URL",yes,rt user la babi perangai babi url
2655,"USER USER Bu Susi, emang cuilan titit bernyawa ini punya pikiran?? Kalau punya dimana letaknya?? Beberapa kali dicari pakai GPS dan google Map kagak ketemu",yes,user user bu sus cuil titit nyawa pikir letak kali cari pakai gps google maaf ketemu
2656,USER delapan cembilan cupu luh,yes,user delapan cembilan cupu
2657,"USER USER , si otak tempurung mah ga usah d ladenin. Smkn d lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe",yes,user user si otak tempurung mah ladenin smkn lawan bloon dungu makan hehe
2658,Makin masif saja para cina dan antek komunis URL,yes,masif cina antek komunis url
2659,teriak-teriak pki ganyang... Lo sholat kagak... Ngaji kagak... Lu punya tuhan ga? Jgn2 lu sendiri yg pki... URL,yes,teriakteriak pki ganyang sholat ngaji tuhan pki url
2660,RT USER USER USER USER USER Anies sandi haha ter bongkar wajah aslinya saracen,yes,rt user user user user user anies sandi haha ter bongkar wajah asli saracen
2661,Ahok harus Tamat penjarakan ahok penjarakan ahok,yes,ahok tamat penjara ahok penjara ahok
2662,RT USER USER Kata mas budi kumpul orang bodoh/gila dalam jumlah besar. Murah biayanya... URL,yes,rt user user mas budi kumpul orang bodohgila murah biaya url
2663,USER USER USER Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!,yes,user user user dungu orang ganti presiden mikiiiir
2664,RT USER Sudahlah kalo sampean ini mau cari-cari kesalahan dan kelemahan kpk yg ujung-ujungnya kpk bisa di bubarkan,yes,rt user sampean caricari salah lemah kpk ujungujungnya kpk bubar
2665,RT USER USER USER USER Bener kamu ngga ada apa-apa nya,yes,rt user user user user apaapa nya
2666,"Bajingan sekali kok drivernya itu. Sorry nggak pantes disebut driver, karena driver sifatnya universal. Kasihan yg lain yg udah kerja bener nanti kena, kita ganti selanjuttnya jadi bangsat aja",yes,bajing drivernya sorry driver driver sifat universal kasihan kerja kena ganti selanjuttnya bangsat
2667,Kubu Prabowo Selalu Menilai Negatif Kebijakan Jokowi pemilihan presiden2019 URL,yes,kubu prabowo nilai negatif bijak jokowi pilih presiden url
2668,WADUH AKSI DUKUNG/PILIH PRESIDEN KOK SUARANYA SENADA *PRIBUMI/RAKYAT INDONESIA PERLU DIBERI TAHU: ITU SEMUA KARENA ADA BUZZER2 BAYARAN CINA,yes,aduh aksi dukungpilih presiden suara nada pribumirakyat indonesia buzzer bayar cina
2669,USER USER USER USER Ya goblok...untung ane cebong happy bukan yg dungu versi gerung gerung                 ,yes,user user user user ya goblokuntung cebong senang dungu versi gerung gerung
2670,RT USER USER Zaman pak SBY antek-antek PKI tdk merajalela mengganas seperti masa sekarang.,yes,rt user user zaman sby antekantek pki rajalela ganas
2671,Luar biasa jauh berbeda dg terjdi bom perancis. Dari dua pertiwa tsb bs kita lihat reaksi Rezim Jokowi seolah memperlihatkan Rezim anti islam,yes,beda terjdi bom perancis pertiwa lihat reaksi rezim jokowi rezim anti islam
2672,RT USER: Ada apa dengan mayoritas etnis China di DKI? Mengapa begitu solid mendukung penista agama Islam?  Dendam? Tidak nasionalis?,yes,rt user mayoritas etnis china dki solid dukung nista agama islam dendam nasionalis
2673,USER masi pagu ngajak gelut onta,yes,user pagu ajak gelut onta
2674,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,yes,user taji nya kpk era initapi era komitmen berantas korupsi era sby
2675,#HTIBubar7Mei KACUNG KACUNG REZIM LAGI PENGALIHAN ISSU..ISSU APA LG YH ??? UDAH JELAS BUBAR DI BAHAS LG...DASAR KAUM DUNGU,yes,htibubarmei kacung kacung rezim alih issuissu yh bubar bahas lgdasar kaum dungu
2676,USER bloon lu.. masak pembangunan cuma dihitung kontruksinya.. dari ide.. study kelayakan.. pendanaan.. pembebasan lahan dll.. gak dihitung.,yes,user bloon masak bangun hitung kontruksinya ide study layak dana bebas lahan lain hitung
2677,"Kayanya, kementrian penerangan butuh dibangkitin lagi. Yutuber/selebgram bajingan udah mulai overexposed.",yes,kayak menteri terang butuh dibangkitin yutuberselebgram bajing overexposed
2678,RT USER USER USER USER Pak Alex beruntung tidak dituduh antek cina dan PKI.. haha,yes,rt user user user user alex untung tuduh antek cina pki haha
2679,bubarkan pansus buang uang dan cari gara-gara tok.... URL,yes,bubar pansus buang uang cari garagara tok url
2680,USER Cuma di rezim ini smua halal gegara duit. Rasa malu pejabat pd putus kek nya. Kadang uda keciduk blunder mlh nabrak hukum yg dibuat sendiri. Parah ni rezim.,yes,user rezim halal gegara duit malu jabat putus nya kadang ciduk blunder tabrak hukum parah ni rezim
2681,"USER Woy, USER goblok...mo lou goreng gak? Manusia bajingan kek lou biasanya demen niy sama yg beginian...",yes,user woy user goblokmo lou goreng manusia bajing lou demen niy
2682,RT USER: USER USER Hooh rakyat diadu domba sama jokowi perintah partai dan taipannya?,yes,rt user user user hooh rakyat adu domba jokowi perintah partai taipan
2683,USER Ya udah supaya g lompat #2019GantiPresiden,yes,user ya lompat gantipresiden
2684,"USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL",yes,user user masih baik hati tka istighfar paaak rakyat sabar url
2685,USER USER trus mau loe apa antek-antek wowo?         ,yes,user user antekantek wowo
2686,USER Karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,yes,user suka teriak pancasila indonesia banyak komunis cina antek antek
